,open,high,low,close,adjclose,volume,ticker,adjclose_30,true_adjclose_30,buy_profit,sell_profit
1981-03-09,0.1060267835855484,0.1060267835855484,0.10546875,0.10546875,0.08306686580181122,15321600.0,AAPL,0.18471079,0.270541250705719,0.10164391994476318,0.0
1981-03-11,0.09765625,0.09765625,0.0965401753783226,0.0965401753783226,0.07603474706411362,29859200.0,AAPL,29.612583,26.032987594604492,29.536548413336277,0.0
1981-03-13,0.0998883917927742,0.0998883917927742,0.0993303582072258,0.0993303582072258,0.0782322809100151,231302400.0,AAPL,0.41538587,0.23624442517757416,0.3371535912156105,0.0
1981-03-16,0.1032366082072258,0.1043526753783226,0.1032366082072258,0.1032366082072258,0.08130884170532227,37228800.0,AAPL,0.5808088,0.7894794344902039,0.49949997663497925,0.0
1981-03-19,0.1143973246216774,0.1143973246216774,0.1138392835855484,0.1138392835855484,0.08965945243835449,37811200.0,AAPL,0.2709699,0.28731593489646917,0.18131044507026672,0.0
1981-03-24,0.1194196417927742,0.1194196417927742,0.1188616082072258,0.1188616082072258,0.09361504763364792,28156800.0,AAPL,1.7128135,2.0506443977355957,1.6191984489560127,0.0
1981-04-03,0.1183035746216774,0.1188616082072258,0.1183035746216774,0.1183035746216774,0.09317559003829956,16486400.0,AAPL,0.49344563,0.3577720522880554,0.4002700448036194,0.0
1981-04-06,0.1166294664144516,0.1166294664144516,0.1160714253783226,0.1160714253783226,0.09141753613948822,22803200.0,AAPL,0.14438452,0.24662575125694275,0.05296698212623596,0.0
1981-04-07,0.1155133917927742,0.1155133917927742,0.1149553582072258,0.1149553582072258,0.09053851664066315,10684800.0,AAPL,5.242962,5.316394805908203,5.152423366904259,0.0
1981-04-13,0.1244419664144516,0.125,0.1244419664144516,0.1244419664144516,0.0980101227760315,16060800.0,AAPL,0.65083003,0.7721494436264038,0.5528199076652527,0.0
1981-04-21,0.1227678582072258,0.1233258917927742,0.1227678582072258,0.1227678582072258,0.09669160097837448,28537600.0,AAPL,3.8443604,4.160134315490723,3.7476687505841255,0.0
1981-04-28,0.1266741007566452,0.1266741007566452,0.1261160671710968,0.1261160671710968,0.0993286594748497,32188800.0,AAPL,0.7066513,1.0853999853134155,0.6073226109147072,0.0
1981-04-29,0.125,0.125,0.1244419664144516,0.1244419664144516,0.0980101227760315,13641600.0,AAPL,1.1421471,1.0890967845916748,1.0441369414329529,0.0
1981-05-06,0.1227678582072258,0.1227678582072258,0.1222098246216774,0.1222098246216774,0.09625214338302612,18950400.0,AAPL,0.1410534,0.08438539505004883,0.0,-0.0448012501001358
1981-06-04,0.1434151828289032,0.1439732164144516,0.1434151828289032,0.1434151828289032,0.11295339465141296,56067200.0,AAPL,0.10788051,0.11822743713855742,-0.005072884261608124,0.0
1981-06-08,0.13671875,0.13671875,0.1361607164144516,0.1361607164144516,0.10723979771137238,93497600.0,AAPL,11.125657,11.981910705566406,11.018417283892632,0.0
1981-06-10,0.140625,0.1422991007566452,0.140625,0.140625,0.1107558161020279,25222400.0,AAPL,0.26720345,0.20110107958316803,0.156447634100914,0.0
1981-06-15,0.1450892835855484,0.1450892835855484,0.14453125,0.14453125,0.11383240669965744,143763200.0,AAPL,40.304237,40.66019821166992,40.190404959023,0.0
1981-06-18,0.1395089328289032,0.1400669664144516,0.1389508992433548,0.1389508992433548,0.10943731665611267,23049600.0,AAPL,0.19036937,0.3234941363334656,0.08093205094337463,0.0
1981-07-06,0.1121651753783226,0.1121651753783226,0.1110491082072258,0.1110491082072258,0.08746195584535599,16531200.0,AAPL,24.192066,22.75917625427246,24.104604236781597,0.0
1981-07-09,0.1082589253783226,0.1082589253783226,0.1077008917927742,0.1077008917927742,0.08482491225004196,32883200.0,AAPL,0.30096737,0.3920440971851349,0.2161424532532692,0.0
1981-07-10,0.0998883917927742,0.0998883917927742,0.0993303582072258,0.0993303582072258,0.0782322809100151,55171200.0,AAPL,14.119833,14.396261215209961,14.041600711643696,0.0
1981-07-15,0.1088169664144516,0.109375,0.1088169664144516,0.1088169664144516,0.08570393174886703,10953600.0,AAPL,0.1145838,0.06680509448051453,0.0,-0.028879866003990173
1981-07-22,0.1021205335855484,0.1021205335855484,0.1010044664144516,0.1010044664144516,0.07955081760883331,22668800.0,AAPL,25.151382,24.755075454711914,25.07183162868023,0.0
1981-07-23,0.1037946417927742,0.1043526753783226,0.1037946417927742,0.1037946417927742,0.0817483440041542,34451200.0,AAPL,0.32275605,0.32672902941703796,0.2410077080130577,0.0
1981-07-31,0.1116071417927742,0.1121651753783226,0.1116071417927742,0.1116071417927742,0.08790145814418793,10953600.0,AAPL,1.4691827,1.7148268222808838,1.3812812715768814,0.0
1981-08-03,0.1116071417927742,0.1116071417927742,0.1104910746216774,0.1104910746216774,0.08702243119478226,12432000.0,AAPL,137.66705,120.50210571289062,137.58003079146147,0.0
1981-08-05,0.1155133917927742,0.1160714253783226,0.1155133917927742,0.1155133917927742,0.09097800403833389,17494400.0,AAPL,13.091273,11.699395179748535,13.000295303761959,0.0
1981-08-07,0.1127232164144516,0.11328125,0.1127232164144516,0.1127232164144516,0.0887804850935936,9206400.0,AAPL,0.11150729,0.11602999269962311,0.02272680401802063,0.0
1981-08-17,0.0998883917927742,0.0998883917927742,0.0987723246216774,0.0987723246216774,0.07779280841350555,18905600.0,AAPL,0.08045797,0.1287756711244583,0.0026651620864868164,0.0
1981-08-21,0.0909598246216774,0.0909598246216774,0.08984375,0.08984375,0.07076066732406616,41910400.0,AAPL,4.3115387,5.701506614685059,4.240778028964996,0.0
1981-09-01,0.0954241082072258,0.0959821417927742,0.0954241082072258,0.0954241082072258,0.07515575736761093,37027200.0,AAPL,0.34857547,0.364932119846344,0.27341971546411514,0.0
1981-09-02,0.0970982164144516,0.09765625,0.0970982164144516,0.0970982164144516,0.07647425681352615,19376000.0,AAPL,0.09633218,0.2945336103439331,0.019857920706272125,0.0
1981-09-15,0.0831473246216774,0.0831473246216774,0.0825892835855484,0.0825892835855484,0.06504707783460617,19510400.0,AAPL,2.7179787,2.6110591888427734,2.6529316380620003,0.0
1981-10-01,0.0680803582072258,0.0686383917927742,0.0680803582072258,0.0680803582072258,0.05361989885568619,61129600.0,AAPL,0.31598803,0.43009307980537415,0.2623681351542473,0.0
1981-10-14,0.0814732164144516,0.0814732164144516,0.0809151753783226,0.0809151753783226,0.06372851133346558,30979200.0,AAPL,0.06389154,0.1472349613904953,0.00016302615404129028,0.0
1981-10-27,0.0864955335855484,0.0876116082072258,0.0864955335855484,0.0864955335855484,0.06812363862991333,85590400.0,AAPL,0.27932194,0.28779247403144836,0.21119830012321472,0.0
1981-10-30,0.0892857164144516,0.08984375,0.0892857164144516,0.0892857164144516,0.07032119482755661,52729600.0,AAPL,17.704418,17.283254623413086,17.63409698754549,0.0
1981-11-02,0.0892857164144516,0.08984375,0.0892857164144516,0.0892857164144516,0.07032119482755661,36915200.0,AAPL,0.2988071,0.32127276062965393,0.22848591953516006,0.0
1981-11-04,0.0864955335855484,0.0864955335855484,0.0859375,0.0859375,0.0676841288805008,23811200.0,AAPL,0.38880056,0.41447585821151733,0.3211164325475693,0.0
1981-11-09,0.0814732164144516,0.08203125,0.0814732164144516,0.0814732164144516,0.06416807323694229,20384000.0,AAPL,0.519658,0.46971094608306885,0.45548995584249496,0.0
1981-11-18,0.0842633917927742,0.0848214253783226,0.0842633917927742,0.0842633917927742,0.06636559218168259,29142400.0,AAPL,95.606384,109.1866226196289,95.54001868516207,0.0
1981-11-25,0.08203125,0.0825892835855484,0.08203125,0.08203125,0.06460755318403244,52550400.0,AAPL,31.30018,29.890506744384766,31.23557288199663,0.0
1981-12-11,0.0842633917927742,0.0848214253783226,0.0837053582072258,0.0837053582072258,0.06592610478401184,76092800.0,AAPL,0.076437935,0.051422350108623505,0.0,-0.010511830449104309
1981-12-22,0.0993303582072258,0.0998883917927742,0.0993303582072258,0.0993303582072258,0.0782322809100151,53827200.0,AAPL,4.51425,5.086867332458496,4.436017520725727,0.0
1982-01-13,0.0803571417927742,0.0803571417927742,0.0797991082072258,0.0797991082072258,0.06284956634044647,41753600.0,AAPL,38.945797,42.90925979614258,38.88294740021229,0.0
1982-02-05,0.0881696417927742,0.0887276753783226,0.0881696417927742,0.0881696417927742,0.06944215297698975,40297600.0,AAPL,0.19123669,0.25592613220214844,0.12179453670978546,0.0
1982-02-12,0.0837053582072258,0.0842633917927742,0.0837053582072258,0.0837053582072258,0.06592610478401184,19644800.0,AAPL,0.0049583637,0.13093806803226468,-0.0609677410684526,0.0
1982-02-16,0.0825892835855484,0.0825892835855484,0.08203125,0.08203125,0.06460755318403244,34316800.0,AAPL,0.27872273,0.29221320152282715,0.2141151800751686,0.0
1982-02-18,0.0842633917927742,0.0848214253783226,0.0842633917927742,0.0842633917927742,0.06636559218168259,28380800.0,AAPL,0.16277784,0.1757073551416397,0.09641224890947342,0.0
1982-02-23,0.08203125,0.08203125,0.0814732164144516,0.0814732164144516,0.06416807323694229,34540800.0,AAPL,5.574945,5.618629455566406,5.510776899755001,0.0
1982-03-03,0.08203125,0.0825892835855484,0.08203125,0.08203125,0.06460755318403244,23654400.0,AAPL,0.32134306,0.34907758235931396,0.25673551112413406,0.0
1982-03-16,0.0669642835855484,0.0669642835855484,0.06640625,0.06640625,0.05230136960744858,47152000.0,AAPL,2.17663,1.7826067209243774,2.124328650534153,0.0
1982-03-17,0.0636160746216774,0.0636160746216774,0.0630580335855484,0.0630580335855484,0.04966432973742485,50489600.0,AAPL,0.1338024,0.12660558521747586,0.08413806930184364,0.0
1982-03-23,0.0792410746216774,0.0792410746216774,0.0786830335855484,0.0786830335855484,0.06197051703929901,55955200.0,AAPL,23.623177,23.024635314941406,23.561206057667732,0.0
1982-03-26,0.0731026753783226,0.0731026753783226,0.0725446417927742,0.0725446417927742,0.05713595449924469,50780800.0,AAPL,0.41310683,0.4761894047260284,0.3559708744287491,0.0
1982-03-31,0.0753348246216774,0.0758928582072258,0.0753348246216774,0.0753348246216774,0.05933346971869469,50153600.0,AAPL,0.25653824,0.292280375957489,0.19720477238297462,0.0
1982-04-05,0.0792410746216774,0.0797991082072258,0.0792410746216774,0.0792410746216774,0.062410034239292145,86643200.0,AAPL,0.72907305,0.8486906290054321,0.6666630133986473,0.0
1982-04-08,0.078125,0.0786830335855484,0.078125,0.078125,0.06153104081749916,23990400.0,AAPL,29.437275,28.78531837463379,29.37574389204383,0.0
1982-04-28,0.0658482164144516,0.0658482164144516,0.0652901753783226,0.0652901753783226,0.051422350108623505,99232000.0,AAPL,0.09528926,0.1573435664176941,0.04386691004037857,0.0
1982-04-29,0.0652901753783226,0.0658482164144516,0.0652901753783226,0.0652901753783226,0.051422350108623505,82230400.0,AAPL,0.22428697,0.23655541241168976,0.1728646233677864,0.0
1982-05-03,0.0680803582072258,0.0686383917927742,0.0680803582072258,0.0680803582072258,0.05361989885568619,82700800.0,AAPL,1.3747315,1.536442756652832,1.3211116418242455,0.0
1982-05-10,0.0719866082072258,0.0719866082072258,0.0714285746216774,0.0714285746216774,0.05625695362687111,31606400.0,AAPL,0.093976945,0.06372851133346558,0.03771999105811119,0.0
1982-05-11,0.0697544664144516,0.0697544664144516,0.0691964253783226,0.0691964253783226,0.05449892207980156,103017600.0,AAPL,0.056153994,0.04702729359269142,0.0,-0.0016550719738006592
1982-05-14,0.06640625,0.06640625,0.0652901753783226,0.0652901753783226,0.051422350108623505,95737600.0,AAPL,121.84292,115.61054229736328,121.79149604588747,0.0
1982-05-21,0.0636160746216774,0.0641741082072258,0.0636160746216774,0.0636160746216774,0.05010383576154709,38841600.0,AAPL,0.13314305,0.12660558521747586,0.08303921669721603,0.0
1982-05-26,0.0641741082072258,0.0641741082072258,0.0636160746216774,0.0636160746216774,0.05010383576154709,43276800.0,AAPL,0.18746565,0.1852000653743744,0.1373618170619011,0.0
1982-05-28,0.0625,0.0630580335855484,0.0625,0.0625,0.049224816262722015,19196800.0,AAPL,78.126434,77.77655792236328,78.07720950990915,0.0
1982-06-01,0.0619419626891613,0.0619419626891613,0.0613839291036129,0.0613839291036129,0.04834580048918724,47600000.0,AAPL,32.558994,29.00252342224121,32.5106484927237,0.0
1982-06-14,0.0597098208963871,0.0602678582072258,0.0597098208963871,0.0597098208963871,0.04702729359269142,29993600.0,AAPL,17.85766,14.600456237792969,17.81063299998641,0.0
